spectrum_id,compound_name,CAS_number,adhesive_class,spectral_type,wavenumber_range,measurement_conditions,instrument,baseline_correction_method,source_database,source_doi,Q_SNR,Q_res,Q_base,Q_peak,Q_total,qc_disposition,data_quality_notes
SPEC-00040,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Rubberband,Open SPECY,10.4501/07cf97f0,0.8,0.832,0.845,0.786,0.814,ACCEPT,
SPEC-00701,Methyltrimethoxysilane,1185-55-3,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,NIST WebBook,10.8295/5922c020,0.816,0.609,0.625,0.661,0.695,FLAG,
SPEC-00831,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,KnowItAll,10.8060/4ace709b,0.684,0.909,0.738,0.767,0.768,ACCEPT,
SPEC-00920,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,SNIP,KnowItAll,10.9097/70a0add0,0.682,0.998,0.632,0.754,0.765,ACCEPT,
SPEC-00377,Polypropylene wax,9003-07-0,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.3536/dc4b31b5,0.696,0.834,0.665,0.732,0.731,FLAG,
SPEC-00332,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Polynomial (3rd order),KnowItAll,10.5529/361adeca,0.858,0.713,0.858,0.793,0.809,ACCEPT,
SPEC-00338,Polybutadiene,9003-17-2,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,Open SPECY,10.4187/2b2b5457,0.669,0.854,0.811,0.848,0.779,ACCEPT,
SPEC-00534,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,SNIP,SpectraBase,10.9322/6e9780b6,0.811,0.668,0.896,0.842,0.798,ACCEPT,
SPEC-00628,Octamethylcyclotetrasiloxane,556-67-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Rubberband,SpectraBase,10.6036/f37512c6,0.935,0.689,0.936,0.657,0.818,ACCEPT,
SPEC-00428,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,SNIP,Open SPECY,10.3996/aed2603e,0.822,0.994,0.954,0.948,0.917,ACCEPT,
SPEC-00286,Nitrile rubber,9003-18-3,Rubber-based,IR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,SNIP,PubChem,10.5066/74926fd8,0.894,0.616,0.926,0.731,0.798,ACCEPT,
SPEC-00922,Polytetramethylene glycol,25190-06-1,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,ALS,NIST WebBook,10.7911/1c22f077,0.822,0.814,0.654,0.633,0.749,FLAG,
SPEC-00043,Butyl acrylate,141-32-2,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,Open SPECY,10.1822/64f6f29e,0.922,0.688,0.912,0.878,0.853,ACCEPT,
SPEC-00365,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SDBS,10.4209/07f4e71d,0.699,0.887,0.875,0.643,0.77,ACCEPT,
SPEC-00152,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,PubChem,10.3068/379432d4,0.983,0.657,0.823,0.913,0.855,ACCEPT,
SPEC-00791,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,NIST WebBook,10.5991/bbd1d871,0.785,0.79,0.698,0.985,0.809,ACCEPT,
SPEC-00510,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,NIST WebBook,10.4401/cd9a8fd3,0.86,0.603,0.947,0.711,0.783,ACCEPT,
SPEC-00587,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,ALS,KnowItAll,10.3084/f19e2c40,0.81,0.678,0.711,0.708,0.737,FLAG,
SPEC-00116,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,ALS,SpectraBase,10.9196/76d1c802,0.824,0.772,0.608,0.813,0.766,ACCEPT,
SPEC-00823,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,Polynomial (3rd order),Open SPECY,10.7812/ba2b16b0,0.651,0.945,0.879,0.75,0.79,ACCEPT,
SPEC-00375,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Rubberband,SDBS,10.9955/d9912f5d,0.94,0.965,0.867,0.859,0.915,ACCEPT,
SPEC-00396,Polyester hot-melt,25038-59-9,Hot-melt,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,SDBS,10.7637/30ef27e2,0.676,0.607,0.778,0.612,0.666,FLAG,
SPEC-00713,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,NIST WebBook,10.8233/a51fad7f,0.691,0.682,0.713,0.891,0.733,FLAG,
SPEC-00144,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),KnowItAll,10.4950/7d15ba1b,0.993,0.701,0.557,0.915,0.817,ACCEPT,
SPEC-00251,Polyisoprene,9003-31-0,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Rubberband,SpectraBase,10.7965/7187424f,0.84,0.903,0.892,0.777,0.854,ACCEPT,
SPEC-00339,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,Rubberband,KnowItAll,10.7704/e9565b26,0.795,0.948,0.618,0.997,0.838,ACCEPT,
SPEC-00245,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Polynomial (3rd order),KnowItAll,10.2388/70880659,0.946,0.847,0.916,0.882,0.902,ACCEPT,
SPEC-00296,Styrene-butadiene rubber,9003-55-8,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,SNIP,NIST WebBook,10.1916/cbc9d418,0.737,0.696,0.79,0.916,0.773,ACCEPT,
SPEC-00124,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,PubChem,10.9307/e661b5e3,0.67,0.933,0.585,0.946,0.774,ACCEPT,
SPEC-00845,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,SNIP,NIST WebBook,10.6623/4e76fc4c,0.955,0.973,0.895,0.84,0.925,ACCEPT,
SPEC-00268,Styrene-butadiene rubber,9003-55-8,Rubber-based,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Rubberband,SDBS,10.7895/df71b2ab,0.995,0.974,0.609,0.944,0.902,ACCEPT,
SPEC-00063,Acrylic acid,79-10-7,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,SNIP,SDBS,10.5786/e217f480,0.655,0.814,0.673,0.99,0.765,ACCEPT,
SPEC-00343,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,KnowItAll,10.3112/b1327994,0.651,0.893,0.652,0.951,0.772,ACCEPT,
SPEC-00872,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,SNIP,Open SPECY,10.3960/577b040e,0.863,0.959,0.627,0.979,0.863,ACCEPT,
SPEC-00603,Triglycidyl isocyanurate,2451-62-9,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,SNIP,SpectraBase,10.9513/2a58e635,0.805,0.858,0.681,0.625,0.757,ACCEPT,
SPEC-00212,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Rubberband,NIST WebBook,10.8692/7bc5e3d2,0.758,0.744,0.947,0.786,0.798,ACCEPT,
SPEC-00459,Polyamide resin,63428-84-2,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),NIST WebBook,10.1983/5eb9d7ff,0.705,0.637,0.828,0.972,0.766,ACCEPT,
SPEC-00436,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,KnowItAll,10.6638/1aa70f94,0.911,0.704,0.712,0.823,0.802,ACCEPT,
SPEC-00882,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,Polynomial (3rd order),KnowItAll,10.4050/c89ebd70,0.652,0.784,0.684,0.643,0.69,FLAG,
SPEC-00300,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,ALS,PubChem,10.9622/222e8458,0.671,0.659,0.867,0.657,0.704,FLAG,
SPEC-00386,Polyethylene wax,9002-88-4,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,ALS,SDBS,10.1096/76ecb3b3,0.871,0.773,0.558,0.869,0.784,ACCEPT,
SPEC-00724,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,Polynomial (3rd order),KnowItAll,10.4868/ce515496,0.979,0.779,0.808,0.602,0.819,ACCEPT,
SPEC-00442,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,ALS,Open SPECY,10.9584/d2249436,0.683,0.975,0.763,0.622,0.76,ACCEPT,
SPEC-00164,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Polynomial (3rd order),Open SPECY,10.9938/b0c305ff,0.878,0.907,0.737,0.856,0.853,ACCEPT,
SPEC-00065,Methyl methacrylate,80-62-6,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,Rubberband,SpectraBase,10.2940/aa5872a8,0.703,0.924,0.977,0.634,0.799,ACCEPT,
SPEC-00062,Acrylic acid,79-10-7,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Rubberband,PubChem,10.4180/0b701042,0.904,0.991,0.786,0.713,0.864,ACCEPT,
SPEC-00236,Nitrile rubber,9003-18-3,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,SNIP,SDBS,10.8851/a0c29f5c,0.704,0.769,0.72,0.78,0.739,FLAG,
SPEC-00299,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,Polynomial (3rd order),SDBS,10.4300/3dc8ce32,0.861,0.608,0.765,0.733,0.753,ACCEPT,
SPEC-00071,Ethyl acrylate,140-88-5,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,NIST WebBook,10.5415/b5b954eb,0.987,0.934,0.809,0.98,0.937,ACCEPT,
SPEC-00474,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,SpectraBase,10.4519/911a0a07,0.831,0.997,0.686,0.72,0.821,ACCEPT,
SPEC-00088,Acrylic acid,79-10-7,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,SpectraBase,10.7302/2bb179ce,0.874,0.77,0.663,0.938,0.819,ACCEPT,
SPEC-00358,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Polynomial (3rd order),KnowItAll,10.1202/b2bc9df2,0.69,0.765,0.571,0.705,0.688,FLAG,
SPEC-00139,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,ALS,SpectraBase,10.8685/bd6dd96e,0.698,0.715,0.923,0.878,0.783,ACCEPT,
SPEC-00195,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,SNIP,SpectraBase,10.3695/fd17d8db,0.672,0.819,0.777,0.829,0.761,ACCEPT,
SPEC-00416,Polyamide resin,63428-84-2,Hot-melt,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,SNIP,KnowItAll,10.2311/58fbc7cb,0.815,0.84,0.59,0.705,0.754,ACCEPT,
SPEC-00854,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,SNIP,SDBS,10.1886/9dbc8ea9,0.895,0.819,0.594,0.729,0.783,ACCEPT,
SPEC-00314,Polybutadiene,9003-17-2,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,SpectraBase,10.5400/41c825b5,0.779,0.778,0.668,0.786,0.758,ACCEPT,
SPEC-00353,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,SNIP,KnowItAll,10.6901/e533ab06,0.742,0.62,0.916,0.95,0.788,ACCEPT,
SPEC-00169,Isobutyl methacrylate,97-86-9,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,SDBS,10.8491/d33b9e38,0.825,0.723,0.56,0.978,0.777,ACCEPT,
SPEC-00136,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,Polynomial (3rd order),PubChem,10.9452/a752ba3a,0.956,0.621,0.766,0.748,0.793,ACCEPT,
SPEC-00039,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,SpectraBase,10.5930/26e8402e,0.717,0.866,0.721,0.899,0.791,ACCEPT,
SPEC-00312,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,ALS,SpectraBase,10.3798/9a7e6351,0.938,0.85,0.766,0.639,0.822,ACCEPT,
SPEC-00050,Methyl methacrylate,80-62-6,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Rubberband,KnowItAll,10.7211/2fc6bec8,0.679,0.771,0.94,0.673,0.753,ACCEPT,
SPEC-00743,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,SNIP,KnowItAll,10.1993/8e33f18f,0.733,0.803,0.777,0.98,0.809,ACCEPT,
SPEC-00045,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Polynomial (3rd order),SDBS,10.8939/7ea8920e,0.741,0.699,0.837,0.906,0.783,ACCEPT,
SPEC-00266,Natural rubber,9006-04-6,Rubber-based,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Rubberband,NIST WebBook,10.1439/2e9f6206,0.844,0.84,0.823,0.912,0.852,ACCEPT,
SPEC-00054,Methyl methacrylate,80-62-6,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,NIST WebBook,10.4249/7378c25c,0.975,0.83,0.959,0.75,0.891,ACCEPT,
SPEC-00951,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,SNIP,SpectraBase,10.4253/0a8acfe3,0.682,0.961,0.704,0.901,0.8,ACCEPT,
SPEC-00378,Ethylene-vinyl acetate,24937-78-8,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),SDBS,10.6866/9c8d590f,0.921,0.85,0.929,0.72,0.865,ACCEPT,
SPEC-00952,Isophorone diisocyanate,4098-71-9,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Rubberband,NIST WebBook,10.7375/03ef74b5,0.837,0.914,0.985,0.775,0.873,ACCEPT,
SPEC-00091,Methyl methacrylate,80-62-6,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,SNIP,PubChem,10.5835/9feb9138,0.758,0.776,0.811,0.893,0.8,ACCEPT,
SPEC-00879,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,Polynomial (3rd order),Open SPECY,10.7211/4c7fb863,0.778,0.653,0.709,0.62,0.701,FLAG,
SPEC-00232,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,SNIP,KnowItAll,10.8212/c283d495,0.652,0.758,0.929,0.752,0.754,ACCEPT,
SPEC-00663,Methyltrimethoxysilane,1185-55-3,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Rubberband,SDBS,10.1570/6a170510,0.777,0.886,0.92,0.608,0.799,ACCEPT,
SPEC-00616,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,SDBS,10.6495/6f8e055a,0.942,0.839,0.615,0.721,0.807,ACCEPT,
SPEC-00108,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Polynomial (3rd order),NIST WebBook,10.1842/a07f927c,0.774,0.866,0.888,0.947,0.854,ACCEPT,
SPEC-00143,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,SNIP,SDBS,10.1333/37b1b530,0.674,0.81,0.778,0.995,0.793,ACCEPT,
SPEC-00710,Polydimethylsiloxane,63148-62-9,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,Polynomial (3rd order),SDBS,10.4671/1c098dc8,0.932,0.735,0.601,0.691,0.768,ACCEPT,
SPEC-00539,Cycloaliphatic epoxy,2386-87-0,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,KnowItAll,10.7389/1545522b,0.933,0.903,0.847,0.781,0.878,ACCEPT,
SPEC-00850,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,SDBS,10.6245/a0dd5ce2,0.701,0.866,0.911,0.881,0.82,ACCEPT,
SPEC-00030,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Polynomial (3rd order),PubChem,10.3442/2a95ea5c,0.909,0.821,0.742,0.604,0.793,ACCEPT,
SPEC-00588,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Rubberband,SpectraBase,10.5835/6d5f7081,0.689,0.786,0.738,0.904,0.766,ACCEPT,
SPEC-00778,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SDBS,10.9011/71ba6743,0.737,0.852,0.676,0.651,0.736,FLAG,
SPEC-00692,Polydimethylsiloxane,63148-62-9,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,ALS,NIST WebBook,10.3540/5a393fcd,0.83,0.989,0.854,0.859,0.88,ACCEPT,
SPEC-00590,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,SpectraBase,10.3440/fe95207c,0.8,0.949,0.662,0.774,0.804,ACCEPT,
SPEC-00870,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,SpectraBase,10.5483/20039ea8,0.874,0.745,0.7,0.709,0.774,ACCEPT,
SPEC-00711,Vinyltrimethoxysilane,2768-02-7,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,ALS,NIST WebBook,10.9444/10069b6d,0.919,0.908,0.801,0.959,0.901,ACCEPT,
SPEC-00655,Methyltrimethoxysilane,1185-55-3,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,SNIP,KnowItAll,10.2055/6c6afc82,0.703,0.874,0.685,0.774,0.756,ACCEPT,
SPEC-00049,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Rubberband,NIST WebBook,10.3704/452ee345,0.82,0.756,0.851,0.919,0.83,ACCEPT,
SPEC-00577,Epichlorohydrin,106-89-8,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,Open SPECY,10.4991/d360aab4,0.699,0.766,0.863,0.821,0.773,ACCEPT,
SPEC-00321,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,KnowItAll,10.7602/b1e6a77a,0.784,0.794,0.824,0.615,0.761,ACCEPT,
SPEC-00082,Methyl acrylate,96-33-3,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,SNIP,Open SPECY,10.1251/1835769e,0.954,0.95,0.748,0.81,0.883,ACCEPT,
SPEC-00897,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,ALS,SpectraBase,10.9741/75f89529,0.676,0.819,0.704,0.89,0.76,ACCEPT,
SPEC-00355,Chloroprene rubber,9010-98-4,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,PubChem,10.7566/a4c0e365,0.744,0.893,0.718,0.737,0.775,ACCEPT,
SPEC-00325,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,Rubberband,SDBS,10.1474/b93f5011,0.673,0.884,0.732,0.912,0.785,ACCEPT,
SPEC-00574,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,ALS,SDBS,10.3796/b6be7316,0.871,0.962,0.919,0.639,0.857,ACCEPT,
SPEC-00309,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,SDBS,10.8909/cfa9949c,0.906,0.819,0.954,0.637,0.84,ACCEPT,
SPEC-00426,Polyester hot-melt,25038-59-9,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Rubberband,SpectraBase,10.5091/b3a2ba2b,0.72,0.894,0.943,0.683,0.801,ACCEPT,
SPEC-00098,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,ALS,KnowItAll,10.9920/224e9003,0.806,0.694,0.713,0.992,0.797,ACCEPT,
SPEC-00482,Hydrogenated rosin,65997-06-0,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,NIST WebBook,10.9589/6566bdd4,0.719,0.758,0.807,0.824,0.767,ACCEPT,
SPEC-00072,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Polynomial (3rd order),Open SPECY,10.2494/380c31a4,0.971,0.673,0.813,0.854,0.841,ACCEPT,
SPEC-00893,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,ALS,KnowItAll,10.1779/4c8b7bf8,0.744,0.712,0.708,0.767,0.733,FLAG,
SPEC-00346,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,Polynomial (3rd order),NIST WebBook,10.1612/951a616a,0.907,0.836,0.626,0.747,0.801,ACCEPT,
SPEC-00041,Methyl acrylate,96-33-3,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,ALS,SpectraBase,10.3414/25e70732,0.683,0.981,0.656,0.724,0.76,ACCEPT,
SPEC-00541,Epichlorohydrin,106-89-8,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Polynomial (3rd order),SDBS,10.6885/fd63861c,0.672,0.96,0.986,0.6,0.792,ACCEPT,
SPEC-00547,Bisphenol F epoxy,2095-03-6,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,KnowItAll,10.8617/dce895f2,0.906,0.811,0.937,0.9,0.887,ACCEPT,
SPEC-00038,Methyl acrylate,96-33-3,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,SNIP,NIST WebBook,10.7691/b3c297a3,0.882,0.65,0.955,0.803,0.823,ACCEPT,
SPEC-00808,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Rubberband,Open SPECY,10.2979/b5a61559,0.847,0.676,0.643,0.817,0.757,ACCEPT,
SPEC-00135,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,Rubberband,KnowItAll,10.7256/8b4a0250,0.779,0.979,0.993,0.785,0.873,ACCEPT,
SPEC-00564,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,Open SPECY,10.4578/625acc6f,0.864,0.671,0.771,0.658,0.756,ACCEPT,
SPEC-00473,Hydrogenated rosin,65997-06-0,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Polynomial (3rd order),Open SPECY,10.1003/348ed18e,0.974,0.702,0.983,0.779,0.869,ACCEPT,
SPEC-00940,Polytetramethylene glycol,25190-06-1,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,PubChem,10.3336/fe4f4143,0.676,0.661,0.833,0.799,0.728,FLAG,
SPEC-00019,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,SDBS,10.8350/225f18a9,0.905,0.92,0.599,0.677,0.802,ACCEPT,
